Close,CloseTarget,MACD,MACDTarget,Stochastics,StochasticsTarget,ATR,ATRTarget
1.5919,1.5824,0.0037951133,0.0031011751,91.4814814815,56.2962962963,0.0174,0.0149
1.5824,1.5863,0.0031011751,0.0027501954,56.2962962963,70.7407407407,0.0149,0.0111
1.5863,1.5848,0.0027501954,0.0022614184,70.7407407407,65.1851851852,0.0111,0.0084
1.5848,1.593,0.0022614184,0.0023849061,65.1851851852,95.5555555556,0.0084,0.0105
1.593,1.5784,0.0023849061,0.0012965377,95.5555555556,41.4814814815,0.0105,0.0188
1.5784,1.5688,0.0012965377,-0.0002541194,41.4814814815,5.9259259259,0.0188,0.0129
1.5688,1.5676,-0.0002541194,-0.0014779029,5.9259259259,1.4814814815,0.0129,0.0086
1.5676,1.571,-0.0014779029,-0.0021002087,1.4814814815,14.0740740741,0.0086,0.0092
1.571,1.5746,-0.0021002087,-0.002261786,14.0740740741,26.3157894737,0.0092,0.0086
1.5746,1.5589,-0.002261786,-0.0034763985,26.3157894737,0,0.0086,0.0207
1.5589,1.5577,-0.0034763985,-0.0043497916,0,0,0.0207,0.0097
1.5577,1.5601,-0.0043497916,-0.0046912937,0,6.7988668555,0.0097,0.0133
1.5601,1.5566,-0.0046912937,-0.0050650911,6.7988668555,0,0.0133,0.0088
1.5566,1.5577,-0.0050650911,-0.0051137048,0,3.021978022,0.0088,0.0079
1.5577,1.5458,-0.0051137048,-0.0058589768,3.021978022,0,0.0079,0.013
1.5458,1.5414,-0.0058589768,-0.0065265631,0,0,0.013,0.0119
1.5414,1.5322,-0.0065265631,-0.0074552468,0,0,0.0119,0.0196
1.5322,1.5006,-0.0074552468,-0.0101381135,0,0,0.0196,0.0339
1.5006,1.4905,-0.0101381135,-0.0124171538,0,0,0.0339,0.0205
1.4905,1.492,-0.0124171538,-0.0134917522,0,1.7835909631,0.0205,0.0152
1.492,1.4924,-0.0134917522,-0.0137463745,1.7835909631,2.25921522,0.0152,0.0139
1.4924,1.4808,-0.0137463745,-0.014260557,2.25921522,0,0.0139,0.0172
1.4808,1.4689,-0.014260557,-0.0149466428,0,0,0.0172,0.0151
1.4689,1.4696,-0.0149466428,-0.0148104017,0,0.7675438596,0.0151,0.0096
1.4696,1.4789,-0.0148104017,-0.0134643481,0.7675438596,10.9649122807,0.0096,0.0166
1.4789,1.4744,-0.0134643481,-0.0122835979,10.9649122807,6.1936936937,0.0166,0.0134
1.4744,1.4907,-0.0122835979,-0.0097497524,6.1936936937,24.5495495495,0.0134,0.0177
1.4907,1.4793,-0.0097497524,-0.0083202604,24.5495495495,13.5240572172,0.0177,0.0149
1.4793,1.4751,-0.0083202604,-0.0071886877,13.5240572172,8.5517241379,0.0149,0.0112
1.4751,1.465,-0.0071886877,-0.0067186911,8.5517241379,0,0.0112,0.0193
1.465,1.4722,-0.0067186911,-0.0054804795,0,20.2247191011,0.0193,0.0144
1.4722,1.4699,-0.0054804795,-0.0044158935,20.2247191011,17.8832116788,0.0144,0.0141
1.4699,1.4674,-0.0044158935,-0.0035170321,17.8832116788,8.7591240876,0.0141,0.0129
1.4674,1.4606,-0.0035170321,-0.0030684193,8.7591240876,0,0.0129,0.0137
1.4606,1.4517,-0.0030684193,-0.0030988767,0,0,0.0137,0.0141
1.4517,1.4489,-0.0030988767,-0.0030246879,0,0,0.0141,0.0146
1.4489,1.4251,-0.0030246879,-0.0043833229,0,0,0.0146,0.0329
1.4251,1.4269,-0.0043833229,-0.0048659858,0,2.743902439,0.0329,0.0152
1.4269,1.4127,-0.0048659858,-0.0058587476,2.743902439,0,0.0152,0.0375
1.4127,1.4137,-0.0058587476,-0.0060815579,0,1.2820512821,0.0375,0.018
1.4137,1.3986,-0.0060815579,-0.0069033111,1.2820512821,0,0.018,0.0207
1.3986,1.403,-0.0069033111,-0.0067133074,0,5.7516339869,0.0207,0.0156
1.403,1.4228,-0.0067133074,-0.0047026569,5.7516339869,32.8804347826,0.0156,0.0261
1.4228,1.4266,-0.0047026569,-0.0026157331,32.8804347826,38.0434782609,0.0261,0.0395
1.4266,1.4121,-0.0026157331,-0.0018524835,38.0434782609,18.9340813464,0.0395,0.0206
1.4121,1.4305,-0.0018524835,0.0003172141,18.9340813464,46.3662790698,0.0206,0.0293
1.4305,1.4339,0.0003172141,0.0023321207,46.3662790698,56.935483871,0.0293,0.0263
1.4339,1.4466,0.0023321207,0.0048386212,56.935483871,90.395480226,0.0263,0.0349
1.4466,1.4786,0.0048386212,0.0089919058,90.395480226,100,0.0349,0.0429
1.4786,1.4645,0.0089919058,0.010853867,100,82.375,0.0429,0.0204
1.4645,1.4613,0.010853867,0.0118109336,82.375,78.375,0.0204,0.0137
1.4613,1.4622,0.0118109336,0.0123802938,78.375,79.5,0.0137,0.0209
